CustomerID,NumTransactions,TotalQuantity,TotalSpend,IsZeroSpend,IsNegativeSpend,IsZeroOrNegativeQuantity,IsProblemCustomer
12346.0,2,0,0.0,True,False,True,True
12454.0,2,0,5.684341886080802e-14,False,False,True,True
12503.0,1,-1,-1126.0,False,True,True,True
12505.0,1,-1,-4.5,False,True,True,True
12558.0,2,0,1.0658141036401503e-14,False,False,True,True
12605.0,1,-4,-7.5,False,True,True,True
12607.0,2,0,3.552713678800501e-15,False,False,True,True
12666.0,1,-56,-227.44,False,True,True,True
12870.0,1,-2,-14.899999999999999,False,True,True,True
12908.0,4,0,246.0,False,False,True,True
12943.0,1,-1,-3.75,False,True,True,True
13154.0,1,-1,-611.86,False,True,True,True
13364.0,2,0,0.0,True,False,True,True
13672.0,6,-1,-71.46,False,True,True,True
13693.0,2,-6,-32.0,False,True,True,True
13762.0,2,0,3.552713678800501e-15,False,False,True,True
13829.0,1,-12,-102.0,False,True,True,True
13958.0,1,-23,-102.45,False,True,True,True
14119.0,1,-2,-19.9,False,True,True,True
14213.0,1,-244,-1192.2,False,True,True,True
14437.0,2,59,-43.400000000000006,False,True,False,True
14557.0,2,0,0.0,True,False,True,True
14627.0,1,-5,-21.85,False,True,True,True
14679.0,1,-1,-2.55,False,True,True,True
14777.0,2,-9,-17.45,False,True,True,True
14792.0,2,0,0.0,True,False,True,True
15369.0,1,-1,-1592.49,False,True,True,True
15590.0,1,-1,-30.19,False,True,True,True
15638.0,1,-52,-94.0,False,True,True,True
15728.0,1,-34,-134.8,False,True,True,True
15802.0,3,-1,-451.42,False,True,True,True
15823.0,2,-283,-840.76,False,True,True,True
16061.0,1,-1,-29.95,False,True,True,True
16138.0,1,-1,-7.95,False,True,True,True
16252.0,1,-158,-295.09,False,True,True,True
16262.0,1,-5,-31.65,False,True,True,True
16428.0,1,-1,-2.95,False,True,True,True
16454.0,3,2,-8.15,False,True,False,True
16546.0,3,-303,-95.93,False,True,True,True
16579.0,1,-12,-30.599999999999998,False,True,True,True
16742.0,2,-189,0.0,True,False,True,True
16878.0,2,0,0.0,True,False,True,True
16995.0,1,-1,-1.25,False,True,True,True
17065.0,1,-1,-112.35,False,True,True,True
17307.0,1,-144,-152.64000000000001,False,True,True,True
17448.0,1,-1,-4287.63,False,True,True,True
17547.0,1,-4,-11.8,False,True,True,True
17548.0,3,-132,-141.48,False,True,True,True
17603.0,5,-31,-1165.3,False,True,True,True
17820.0,2,-5,-24.05,False,True,True,True
18072.0,2,46,-5.329070518200751e-15,False,True,False,True
18133.0,2,0,715.4999999999999,False,False,True,True
18141.0,1,-12,-35.400000000000006,False,True,True,True
18256.0,1,-70,-50.1,False,True,True,True
18268.0,2,0,0.0,True,False,True,True
18274.0,2,0,1.7763568394002505e-15,False,False,True,True
